bout_id,state_code,state,start_epoch,end_epoch,start_time_s,end_time_s,dur_s,ach_mean,ach_median,ach_iqr,ach_std,ach_n,ach_trend_mean,ach_trend_median,ach_trend_iqr,ach_trend_std,ach_trend_n,ach_trend_slope_per_min,event_labels_in,n_events_in
154,0,WAKE,3084,155,3083,155,-2928,-1.264678,-1.264678,0,0,1,0.1815731,0.1815731,0,0,1,NaN,,0
155,1,NREM,3093,156,3092,156,-2936,-1.195338,-1.195338,0,0,1,0.2049449,0.2049449,0,0,1,NaN,,0
156,0,WAKE,3152,157,3151,157,-2994,2.164174,2.164174,0,0,1,0.3187788,0.3187788,0,0,1,NaN,,0
157,1,NREM,3156,158,3155,158,-2997,2.748351,2.748351,0,0,1,0.2096528,0.2096528,0,0,1,NaN,,0
158,0,WAKE,3194,159,3193,159,-3034,-1.376319,-1.376319,0,0,1,-0.9376,-0.9376,0,0,1,NaN,,0
159,1,NREM,3196,160,3195,160,-3035,-1.70795,-1.70795,0,0,1,-0.986345,-0.986345,0,0,1,NaN,,0
160,2,REM,3209,161,3208,161,-3047,-2.536598,-2.536598,0,0,1,-1.129435,-1.129435,0,0,1,NaN,,0
161,0,WAKE,3218,162,3217,162,-3055,-3.206447,-3.206447,0,0,1,-1.105503,-1.105503,0,0,1,NaN,,0
162,1,NREM,3231,163,3230,163,-3067,2.06242,2.06242,0,0,1,-0.9965044,-0.9965044,0,0,1,NaN,,0
163,0,WAKE,3238,164,3237,164,-3073,-1.193423,-1.193423,0,0,1,-0.9256275,-0.9256275,0,0,1,NaN,,0
164,1,NREM,3245,165,3244,165,-3079,-0.01677083,-0.01677083,0,0,1,-0.8616044,-0.8616044,0,0,1,NaN,,0
165,0,WAKE,3266,166,3265,166,-3099,-2.017452,-2.017452,0,0,1,-0.8004917,-0.8004917,0,0,1,NaN,,0
166,1,NREM,3268,167,3267,167,-3100,0.8802954,0.8802954,0,0,1,-0.8208188,-0.8208188,0,0,1,NaN,,0
167,0,WAKE,3292,168,3291,168,-3123,-1.805145,-1.805145,0,0,1,-1.376873,-1.376873,0,0,1,NaN,,0
168,1,NREM,3499,169,3498,169,-3329,3.027344,3.027344,0,0,1,1.455293,1.455293,0,0,1,NaN,,0
169,0,WAKE,3535,170,3534,170,-3364,0.9195741,0.9195741,0,0,1,1.908362,1.908362,0,0,1,NaN,,0
170,1,NREM,3569,171,3568,171,-3397,3.187186,3.187186,0,0,1,1.913463,1.913463,0,0,1,NaN,,0
171,0,WAKE,3627,172,3626,172,-3454,1.873164,1.873164,0,0,1,1.451233,1.451233,0,0,1,NaN,,0
172,1,NREM,3717,173,3716,173,-3543,2.130371,2.130371,0,0,1,0.9837,0.9837,0,0,1,NaN,,0
173,0,WAKE,3774,174,3773,174,-3599,0.1512713,0.1512713,0,0,1,0.3741374,0.3741374,0,0,1,NaN,,0
174,1,NREM,3777,175,3776,175,-3601,1.363169,1.363169,0,0,1,0.3757363,0.3757363,0,0,1,NaN,,0
175,0,WAKE,3821,176,3820,176,-3644,0.9046161,0.9046161,0,0,1,1.231514,1.231514,0,0,1,NaN,,0
176,1,NREM,3884,177,3883,177,-3706,1.411012,1.411012,0,0,1,1.244311,1.244311,0,0,1,NaN,,0
