t_s,z_peak,prominence_z,width_s,resid_peak_df
6988.03800423924,5.716575,7.864698,9.4656,3.290107
7489.8799142024,2.541318,1.839087,2.969856,1.476138
7495.28663409427,2.709928,5.164442,17.41747,1.572461
7716.27402167452,2.846303,3.408144,8.607744,1.65037
7726.10442147791,3.515092,5.980374,4.102656,2.032438
8293.12188213756,4.863302,7.635371,16.41139,2.802647
8303.14888993702,3.122646,1.969667,1.645824,1.80824
8656.84667486307,3.073326,6.126035,5.714688,1.780065
8949.39937301201,2.541659,4.822162,19.13165,1.476332
8954.60948490781,2.535293,1.2154,2.21184,1.472695
10377.3632484527,2.779123,5.503787,6.574848,1.611991
11615.50210369,4.845802,7.422511,10.84723,2.79265
11787.4357962513,2.550455,4.36192,11.21203,1.481357
12261.2610667748,2.894644,5.242476,14.29939,1.677986
13123.0922175382,2.694948,5.003196,9.180672,1.563903
13403.848435923,5.526573,1.758016,1.196544,3.181562
13416.5296516694,5.699876,1.283846,1.953792,3.280567
13422.5261955495,6.339509,9.912284,40.85606,3.645978
13441.5971711681,2.544638,1.507318,3.389952,1.478034
13818.3963956321,3.01175,5.117075,11.53997,1.744887
13887.0125862597,2.770689,4.612226,11.63827,1.607173
13946.3882010722,2.83641,3.851775,10.44941,1.644718
13978.0420884392,3.583414,5.940328,4.641792,2.071469
14290.648802187,2.741592,3.528137,3.373056,1.590551
14298.2182100356,2.689946,1.32105,1.800192,1.561046
14302.150369957,3.891569,4.664992,5.018112,2.247513
14325.6450254871,3.117897,3.788967,3.710976,1.805527
14332.1330893573,4.764994,7.2654,6.99648,2.746485
14501.9040939619,2.503707,4.501439,3.526656,1.454651
14585.1675802966,3.908535,1.695512,1.657344,2.257205
14589.6895642062,4.289387,7.317471,13.79174,2.474779
14749.4335610113,2.528009,1.617811,4.618752,1.468534
14757.297880854,3.203558,2.157733,1.42848,1.854464
14764.0808567184,3.289075,5.441957,25.65888,1.903318
15354.4946689101,3.371531,5.375328,20.84813,1.950424
15362.1623807568,3.353069,1.810098,6.718464,1.939877
15669.1657666167,2.578679,4.449349,6.045696,1.497481
15878.0617624388,2.51751,4.4389,10.50163,1.462536
16646.3075070738,2.614022,2.494521,3.073536,1.517672
16655.548082889,4.941441,8.207555,10.34803,2.847286
18066.2104546758,3.612152,6.449944,12.8041,2.087886
18420.5963675881,2.537859,4.728255,14.93146,1.474161
18470.7314065854,3.45262,5.71405,7.813632,1.996748
18537.1849092563,2.627725,4.634742,10.04851,1.5255
18721.0133855797,3.756033,6.797946,5.395968,2.170083
18913.6892217262,2.642255,4.937787,20.51174,1.533801
19314.1797097164,2.566136,5.147409,13.42003,1.490316
19370.901116582,5.490745,9.090415,15.71174,3.161094
19505.2826818943,2.758408,4.56763,7.177728,1.600157
19596.3121840738,2.774624,5.796493,8.948736,1.609421
20265.7624106848,5.369864,8.590364,17.61024,3.092037
20268.2200106356,5.247798,1.214134,1.264128,3.022303
20875.3455024931,2.707795,4.335788,4.606464,1.571243
21322.3337815533,3.24746,5.339003,18.97882,1.879544
21331.2794453744,2.577376,1.357494,1.594368,1.496737
21839.5111152098,2.904847,5.359415,28.7401,1.683815
22366.3222406736,5.130552,8.522213,17.56723,2.955322
22369.0747526185,4.847936,1.110419,1.142784,2.793869
23303.2576459348,2.725102,4.281268,15.26323,1.58113
23733.7308533254,2.909643,5.602675,17.82835,1.686555
24177.5734044485,3.510601,6.216624,15.57043,2.029872
24949.5547010089,2.927604,5.249372,14.83622,1.696816
25096.1259620775,2.735579,5.080504,5.870592,1.587115
25467.0269466595,3.517256,1.860348,2.228736,2.033674
25470.7624985847,3.586695,5.965924,15.28474,2.073343
25685.4584302908,3.711932,6.042342,15.3385,2.144889
25728.7121894258,2.813187,4.70538,7.899648,1.631452
25958.9401528212,3.875046,5.892846,5.627904,2.238073
25968.1807286364,2.601467,3.528328,2.13504,1.510499
25996.5905840682,5.334132,8.894583,13.1328,3.071624
26636.1563952769,2.702637,5.482675,9.043968,1.568296
27456.3066508739,3.799075,6.633678,19.17542,2.194672
28442.4923591502,2.694818,3.752187,2.061312,1.563829
28451.4380229712,4.683033,8.75074,10.7735,2.699662
28487.5155902497,2.614734,4.206837,9.388032,1.518079
28560.5554607889,2.514693,3.76216,5.348352,1.460927
28585.2297642954,2.756581,5.004575,21.69446,1.599113
29510.2703857946,3.71543,6.346949,8.011776,2.146887
29948.6079130278,2.961504,4.508916,15.49824,1.716182
29996.3836560723,2.821258,2.184574,3.032064,1.636062
30002.1835919563,3.478485,1.499151,2.347008,2.011525
30008.8682638226,3.500329,6.227638,35.06381,2.024004
30015.0614156988,3.292843,1.188059,2.847744,1.905471
30414.8637757027,2.519253,4.526175,7.302144,1.463532
30642.7324431453,3.119942,5.245323,14.12506,1.806695
30752.7346169453,3.263394,1.08001,0.943104,1.888647
30755.7820408844,3.706985,1.093044,1.78176,2.142063
30758.9277688214,3.81988,6.762179,18.24461,2.206558
31179.8654884027,3.516623,6.697421,11.68282,2.033312
31184.4857763103,3.046633,1.80442,1.634304,1.764815
31190.4823201904,2.713742,2.819694,2.239488,1.57464
31846.0716830786,3.401311,6.025774,16.17408,1.967437
33359.5600368088,4.709194,7.081676,20.64384,2.714608
33363.4921967302,4.466775,1.116894,1.837056,2.576118
33376.6649324667,3.107608,2.030252,1.830912,1.799649
33800.650075987,3.542887,5.439945,10.51546,2.048317
34067.0539106589,2.974182,4.803476,14.10048,1.723425
