mouse,geno,cond,dur_s,start_s,src_file
mouse?,GENO?,unknown,267,22544,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,181,22557,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,36,22595,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,285,22610,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,84,22662,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,171,22737,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,63,22847,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,73,22896,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,47,22927,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,73,22943,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,111,22984,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,49,23138,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,106,23166,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,114,23178,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,105,23224,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,23237,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,187,23266,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,74,23292,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,21,23367,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,95,23369,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,30,23371,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,124,23410,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,122,23426,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,360,23432,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,78,23477,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,89,23492,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,73,23509,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,28,23529,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,35,23564,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,55,23564,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,100,23595,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,23623,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,105,23629,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,36,23651,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,48,23664,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,116,23679,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,221,23726,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,217,23749,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,108,23771,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,71,23796,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,140,23808,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,290,23872,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,264,23877,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,47,23908,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,67,23982,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,155,23990,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,272,24105,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,109,24203,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,163,24210,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,127,24216,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,23,24219,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,153,24248,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,190,24299,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,71,24301,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,206,24390,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,32,24449,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,39,24492,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,40,24493,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,38,24520,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,195,24564,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,44,24569,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,179,24600,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,21,24636,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,105,24641,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,54,24647,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,66,24648,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,166,24651,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,46,24705,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,121,24776,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,25,24804,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,44,24809,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,24824,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,54,24895,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,47,24900,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,50,24989,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,171,24996,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,125,25001,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,103,25046,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,94,25073,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,90,25085,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,26,25133,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,91,25138,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,68,25186,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,25213,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,25254,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,96,25339,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,52,25377,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,25440,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,128,25456,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,185,25483,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,115,25498,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,83,25588,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,62,25627,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,54,25629,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,71,25667,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,147,25671,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,36,25697,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,215,25711,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,175,25716,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,62,25793,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,233,25847,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,379,25864,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,87,25892,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,181,25907,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,23,26003,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,94,26082,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,75,26114,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,119,26165,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,118,26208,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,69,26217,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,191,26302,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,46,26333,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,110,26341,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,83,26390,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,125,26445,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,78,26458,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,162,26496,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,46,26535,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,214,26613,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,74,26712,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,65,26769,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,111,26792,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,160,26840,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,52,26926,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,83,26967,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,48,27001,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,108,27037,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,166,27062,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,150,27215,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,140,27273,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,101,27303,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,130,27316,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,169,27393,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,39,27401,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,101,27474,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,199,27484,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,60,27499,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,128,27627,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,96,27650,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,242,27752,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,86,27773,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,173,27803,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,55,27828,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,46,27903,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,119,27925,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,57,27937,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,92,27964,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,67,28027,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,57,28029,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,38,28099,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,79,28135,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,20,28191,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,105,28192,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,145,28203,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,111,28241,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,148,28271,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,171,28306,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,44,28356,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,28477,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,48,28522,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,380,28652,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,88,28672,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,177,28743,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,168,28760,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,178,28844,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,86,28855,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,28911,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,36,29045,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,31,29073,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,28,29091,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,62,29345,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,77,29355,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,124,29377,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,36,29466,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,97,29475,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,179,29518,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,39,29536,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,148,29543,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,251,29712,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,233,29769,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,52,29797,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,98,29836,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,109,29842,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,29957,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,111,29991,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,103,30104,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,65,30358,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,47,30362,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,93,30365,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,94,30378,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,144,30431,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,31,30466,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,70,30510,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,142,30520,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,188,30549,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,47,30782,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,96,30833,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,143,30916,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,189,30981,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,177,31049,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,145,31228,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,119,31311,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,31607,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,60,31669,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,238,31935,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,58,32328,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,87,32395,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,110,32719,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,39,32737,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,132,32892,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,19,32961,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,101,33228,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,55,33295,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,154,33643,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,147,35322,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
