t_s,z_peak,prominence_z,width_s,resid_peak_df
8003.61660792767,2.662076,4.512172,6.875136,4.641252
8707.47323385053,2.765605,5.164847,7.895808,4.816994
9130.57364138853,3.897367,7.577446,16.89446,6.738189
9137.749833245,2.906581,1.478725,1.672704,5.056305
9216.09811967804,3.574349,5.806542,7.528704,6.189857
9334.84934930301,4.91539,8.138476,19.71686,8.466306
10889.0355582193,2.777708,5.133265,14.73485,4.837539
11361.2879647742,2.556413,3.128115,9.509376,4.461885
11376.1318684774,3.069794,5.563953,7.473408,5.333362
11800.2153159957,2.798014,5.368162,5.772288,4.87201
11911.0039217799,2.589601,4.072909,6.405888,4.518223
12344.4262491115,2.638168,4.720532,14.07898,4.600666
12575.0474284991,2.601316,4.615321,21.28128,4.538109
12683.8699543226,2.652426,4.329063,4.629504,4.62487
12706.4798738704,2.98724,5.026278,11.82643,5.193225
12825.4277114914,2.586468,4.141689,15.10118,4.512905
12933.9553253209,2.72028,2.598746,3.184128,4.740054
12940.7383011852,2.858002,4.646674,5.233152,4.973841
13281.7548703649,2.792801,4.517611,6.895104,4.86316
13369.9335566013,3.066194,4.956717,7.827456,5.327251
13411.5161477697,2.718927,4.146913,8.991744,4.737757
13474.0374905192,3.050894,4.858128,6.183936,5.30128
13588.2667362347,2.59458,4.068314,5.803008,4.526675
13667.598062648,2.579223,4.05151,13.48454,4.500606
13700.1366859973,2.563748,4.002039,5.632512,4.474337
13740.048109199,2.824671,4.548966,6.163968,4.917259
13986.7911442642,2.768489,1.98858,4.614144,4.821889
13999.1774480164,2.861515,4.311921,18.23232,4.979804
14031.2245513755,2.914379,4.63307,5.709312,5.069542
14062.6818307464,2.790857,4.239107,5.369856,4.85986
14114.8812537024,3.084577,4.430902,8.704512,5.358456
14168.1620206368,3.190514,5.662252,11.81645,5.538288
14196.3752680725,3.038271,4.94023,11.85638,5.279851
14250.049250999,2.910724,4.315773,13.58438,5.063338
14256.5373148693,2.819432,1.219728,2.25024,4.908366
14344.2244811155,3.104405,5.37817,13.4615,5.392116
14426.3083194738,2.530754,4.215691,22.18138,4.418329
14550.4662689907,3.278114,5.398195,16.90061,5.68699
14558.6255008275,2.565788,1.4414,1.952256,4.477799
14837.9071592419,2.580468,4.166918,8.689152,4.502719
14917.7300056454,2.845937,4.855823,10.41715,4.953359
14972.8785485424,2.576699,1.776437,3.067392,4.496322
14978.7767884245,2.684633,4.0431,11.56454,4.679543
15017.3119556538,2.826312,4.183236,9.681408,4.920045
15116.598993668,3.878129,6.738635,16.48589,6.705532
15359.9996928,2.76031,4.688625,12.98074,4.808006
15502.6387939472,2.693386,4.491,10.63219,4.6944
15605.4647758907,2.681475,4.48374,13.16045,4.674181
15899.3937300121,2.697748,4.503735,8.503296,4.701805
15958.5727368285,2.756663,4.92394,12.54912,4.801815
16015.097535698,2.682665,4.124016,7.067136,4.676201
16632.0534273589,2.663387,4.508652,19.71763,4.643476
16792.6821601464,2.873483,5.315566,9.917952,5.000119
16870.2440145951,2.74746,4.315917,9.696768,4.786193
17392.6314601474,3.049165,5.069252,11.64749,5.298344
17449.647779007,2.848062,4.237112,7.575552,4.956966
17499.2912980142,3.114763,5.551721,21.13075,5.409698
17508.1386578372,3.017866,1.022829,2.431488,5.245213
17946.8694010626,2.913191,5.030808,20.12006,5.067525
18192.4327881513,2.555758,4.222032,8.4864,4.460774
18864.1440067171,2.63063,4.126648,9.722879,4.587871
18923.2247095355,3.216747,5.369538,16.66867,5.582819
19141.3612811728,2.596315,3.815694,7.335936,4.52962
19177.7337604453,2.917416,3.985375,9.231359,5.074696
19259.2277748154,2.956788,4.691844,15.63187,5.141532
19343.7692131246,2.661916,4.018708,11.60755,4.64098
19612.5323437493,2.842971,1.71412,4.105728,4.948324
19620.6915755862,3.112498,5.20249,25.20576,5.405853
19731.1852693763,3.045682,4.933986,11.8487,5.292431
19883.2615543348,4.878232,7.851193,11.10989,8.403231
19917.7662576447,2.766775,5.283717,2.237952,4.81898
22545.4321250914,2.757565,4.358889,13.79174,4.803346
22696.4270660715,3.018133,6.019145,12.10522,5.245666
23861.5260507695,2.884545,5.510774,18.2784,5.018897
25637.2894712542,4.285652,6.689305,15.83155,7.397311
25920.8965055821,3.478021,5.867667,12.94234,6.026337
26689.9286822014,2.805876,5.153587,24.96,4.885355
27156.0862408783,3.805237,6.002285,16.5888,6.581794
27733.4256213315,4.148542,6.467323,5.03808,7.164564
27812.6586437468,2.93611,4.146266,12.35558,5.106431
27917.1557936569,3.178771,5.197837,18.18624,5.518354
28616.2938276741,3.434988,5.229275,15.24019,5.953288
28745.6618890868,2.64121,3.814157,10.09766,4.605831
